plugin_name,install_count,pr_url,is_merged,build_status
declarative-pipeline-migration-assistant-api,1603,FALSE,,not_in_csv
database-mysql,1600,FALSE,,not_in_csv
ldapemail,1597,FALSE,,not_in_csv
maven-dependency-update-trigger,1594,FALSE,,not_in_csv
fail-the-build-plugin,1587,FALSE,,not_in_csv
junit-realtime-test-reporter,1581,FALSE,,not_in_csv
kubernetes-cd,1574,FALSE,,not_in_csv
downstream-build-cache,1569,FALSE,,not_in_csv
browserstack-integration,1563,FALSE,,not_in_csv
build-metrics,1560,FALSE,,not_in_csv
project-stats-plugin,1549,FALSE,,not_in_csv
xray-connector,1549,FALSE,,not_in_csv
text-finder-run-condition,1538,FALSE,,not_in_csv
build-history-metrics-plugin,1531,FALSE,,not_in_csv
secondary-timestamper-plugin,1531,FALSE,,not_in_csv
vsphere-cloud,1531,FALSE,,not_in_csv
aws-lambda,1529,FALSE,,not_in_csv
findbugs,1519,FALSE,,not_in_csv
compact-columns,1501,FALSE,,not_in_csv
run-condition-extras,1499,FALSE,,not_in_csv
splunk-devops-extend,1495,FALSE,,not_in_csv
violation-comments-to-gitlab,1490,FALSE,,not_in_csv
unity3d-plugin,1489,FALSE,,not_in_csv
google-storage-plugin,1479,FALSE,,not_in_csv
pmd,1477,FALSE,,not_in_csv
filesystem-list-parameter-plugin,1472,FALSE,,not_in_csv
slave-status,1472,FALSE,,not_in_csv
android-emulator,1471,FALSE,,not_in_csv
clone-workspace-scm,1449,FALSE,,not_in_csv
buildresult-trigger,1443,FALSE,,not_in_csv
discord-notifier,1443,FALSE,,not_in_csv
build-notifications,1440,FALSE,,not_in_csv
maven-repo-cleaner,1435,FALSE,,not_in_csv
svncompat14,1434,FALSE,,not_in_csv
fortify,1431,FALSE,,not_in_csv
image-tag-parameter,1416,FALSE,,not_in_csv
pipeline-config-history,1398,FALSE,,not_in_csv
codesonar,1397,FALSE,,not_in_csv
sonargraph-integration,1383,FALSE,,not_in_csv
vstestrunner,1383,FALSE,,not_in_csv
disable-job-button,1376,FALSE,,not_in_csv
sqlplus-script-runner,1369,FALSE,,not_in_csv
custom-folder-icon,1368,FALSE,,not_in_csv
ez-templates,1363,FALSE,,not_in_csv
yet-another-build-visualizer,1361,FALSE,,not_in_csv
keycloak,1355,FALSE,,not_in_csv
template-project,1348,FALSE,,not_in_csv
test-results-aggregator,1345,FALSE,,not_in_csv
pipeline-cps-http,1339,FALSE,,not_in_csv
multiselect-parameter,1326,FALSE,,not_in_csv
any-buildstep,1325,FALSE,,not_in_csv
pollscm,1308,FALSE,,not_in_csv
scoring-load-balancer,1301,FALSE,,not_in_csv
artifact-promotion,1299,FALSE,,not_in_csv
modernstatus,1283,FALSE,,not_in_csv
sloccount,1280,FALSE,,not_in_csv
downstream-ext,1270,FALSE,,not_in_csv
groovy-label-assignment,1269,FALSE,,not_in_csv
aws-codebuild,1264,FALSE,,not_in_csv
summary_report,1251,FALSE,,not_in_csv
scm-sync-configuration,1245,FALSE,,not_in_csv
aws-bucket-credentials,1241,FALSE,,not_in_csv
azure-keyvault,1236,FALSE,,not_in_csv
sonar-gerrit,1233,FALSE,,not_in_csv
instant-messaging,1232,FALSE,,not_in_csv
jobcacher,1231,FALSE,,not_in_csv
clearcase,1224,FALSE,,not_in_csv
windows-azure-storage,1224,FALSE,,not_in_csv
azure-cli,1223,FALSE,,not_in_csv
github-pr-coverage-status,1208,FALSE,,not_in_csv
ownership,1204,FALSE,,not_in_csv
readonly-parameters,1202,FALSE,,not_in_csv
google-compute-engine,1200,FALSE,,not_in_csv
declarative-pipeline-migration-assistant,1195,FALSE,,not_in_csv
repository,1189,FALSE,,not_in_csv
nant,1187,FALSE,,not_in_csv
veracode-scan,1182,FALSE,,not_in_csv
slack-uploader,1175,FALSE,,not_in_csv
mysql-api,1173,FALSE,,not_in_csv
hp-application-automation-tools-plugin,1164,FALSE,,not_in_csv
aws-parameter-store,1153,FALSE,,not_in_csv
database-postgresql,1149,FALSE,,not_in_csv
templating-engine,1134,FALSE,,not_in_csv
jira-ext,1129,FALSE,,not_in_csv
tap,1121,FALSE,,not_in_csv
postgresql-api,1119,FALSE,,not_in_csv
sonarqube-generic-coverage,1112,FALSE,,not_in_csv
analysis-collector,1111,FALSE,,not_in_csv
scmskip,1108,FALSE,,not_in_csv
gerrit-code-review,1103,FALSE,,not_in_csv
azure-vm-agents,1102,FALSE,,not_in_csv
all-changes,1101,FALSE,,not_in_csv
dockerhub-notification,1100,FALSE,,not_in_csv
update-sites-manager,1096,FALSE,,not_in_csv
synopsys-coverity,1085,FALSE,,not_in_csv
buildgraph-view,1083,FALSE,,not_in_csv
gitlab-kubernetes-credentials,1082,FALSE,,not_in_csv
TestComplete,1081,FALSE,,not_in_csv
copy-to-slave,1080,FALSE,,not_in_csv
gradle-repo,1080,FALSE,,not_in_csv
svn-workspace-cleaner,1079,FALSE,,not_in_csv
JiraTestResultReporter,1072,FALSE,,not_in_csv
external-workspace-manager,1071,FALSE,,not_in_csv
project-build-times,1063,FALSE,,not_in_csv
dependencyanalyzer,1062,FALSE,,not_in_csv
copy-project-link,1058,FALSE,,not_in_csv
changes-since-last-success,1056,FALSE,,not_in_csv
label-linked-jobs,1054,FALSE,,not_in_csv
aws-codepipeline,1053,FALSE,,not_in_csv
compress-artifacts,1051,FALSE,,not_in_csv
github-scm-trait-notification-context,1047,FALSE,,not_in_csv
build-keeper-plugin,1041,FALSE,,not_in_csv
aws-secrets-manager-secret-source,1035,FALSE,,not_in_csv
progress-bar-column-plugin,1030,FALSE,,not_in_csv
toolenv,1028,FALSE,,not_in_csv
shared-workspace,1015,FALSE,,not_in_csv
ftppublisher,1005,FALSE,,not_in_csv
packer,1005,FALSE,,not_in_csv
xvnc,1005,FALSE,,not_in_csv
doxygen,999,FALSE,,not_in_csv
github-scm-trait-commit-skip,993,FALSE,,not_in_csv
filesystem_scm,979,FALSE,,not_in_csv
jobgenerator,973,FALSE,,not_in_csv
configuration-as-code-secret-ssm,970,FALSE,,not_in_csv
selenium,967,FALSE,,not_in_csv
gravatar,963,FALSE,,not_in_csv
content-replace,962,FALSE,,not_in_csv
dynamicparameter,953,FALSE,,not_in_csv
multibranch-action-triggers,953,FALSE,,not_in_csv
logfilesizechecker,946,FALSE,,not_in_csv
scm-filter-branch-pr,945,FALSE,,not_in_csv
gitbucket,935,FALSE,,not_in_csv
maven-deployment-linker,934,FALSE,,not_in_csv
inline-pipeline,930,FALSE,,not_in_csv
jqs-monitoring,928,FALSE,,not_in_csv
jobcopy-builder,924,FALSE,,not_in_csv
gogs-webhook,922,FALSE,,not_in_csv
global-post-script,913,FALSE,,not_in_csv
dynamic-axis,906,FALSE,,not_in_csv
sauce-ondemand,906,FALSE,,not_in_csv
tfs,904,FALSE,,not_in_csv
change-assembly-version-plugin,901,FALSE,,not_in_csv
build-history-manager,898,FALSE,,not_in_csv
markdown-formatter,897,FALSE,,not_in_csv
anything-goes-formatter,896,FALSE,,not_in_csv
build-time-blame,894,FALSE,,not_in_csv
yet-another-docker-plugin,891,FALSE,,not_in_csv
qtest,889,FALSE,,not_in_csv
google-container-registry-auth,888,FALSE,,not_in_csv
cucumber-trends-report,886,FALSE,,not_in_csv
perfpublisher,885,FALSE,,not_in_csv
poll-mailbox-trigger-plugin,884,FALSE,,not_in_csv
google-kubernetes-engine,882,FALSE,,not_in_csv
zap,876,FALSE,,not_in_csv
flaky-test-handler,875,FALSE,,not_in_csv
skip-notifications-trait,874,FALSE,,not_in_csv
windows-exe-runner,874,FALSE,,not_in_csv
bitbucket-scm-trait-commit-skip,872,FALSE,,not_in_csv
test-stability,868,FALSE,,not_in_csv
aws-java-sdk2-sts,861,FALSE,,not_in_csv
hipchat,854,FALSE,,not_in_csv
custom-checkbox-parameter,846,FALSE,,not_in_csv
build-cause-run-condition,845,FALSE,,not_in_csv
editable-choice,843,FALSE,,not_in_csv
pagerduty,839,FALSE,,not_in_csv
stash-pullrequest-builder,831,FALSE,,not_in_csv
parallel-test-executor,830,FALSE,,not_in_csv
maven-snapshot-check,824,FALSE,,not_in_csv
awseb-deployment-plugin,820,FALSE,,not_in_csv
crowd2,819,FALSE,,not_in_csv
display-console-output,817,FALSE,,not_in_csv
changelog-history,815,FALSE,,not_in_csv
http-post,806,FALSE,,not_in_csv
openshift-sync,804,FALSE,,not_in_csv
dry,803,FALSE,,not_in_csv
build-flow-plugin,802,FALSE,,not_in_csv
bitbucket-filter-project-trait,795,FALSE,,not_in_csv
cloudfoundry,793,FALSE,,not_in_csv
audit-log,784,FALSE,,not_in_csv
copy-data-to-workspace-plugin,781,FALSE,,not_in_csv
simple-parameterized-builds-report,776,FALSE,,not_in_csv
ignore-committer-strategy,775,FALSE,,not_in_csv
emma,774,FALSE,,not_in_csv
xframe-filter-plugin,774,FALSE,,not_in_csv
anchore-container-scanner,767,FALSE,,not_in_csv
pipeline-global-lib-nexus,767,FALSE,,not_in_csv
compress-buildlog,763,FALSE,,not_in_csv
scalable-amazon-ecs,761,FALSE,,not_in_csv
rake,759,FALSE,,not_in_csv
telegram-notifications,751,FALSE,,not_in_csv
jdepend,750,FALSE,,not_in_csv
cucumber-perf,738,FALSE,,not_in_csv
cas-plugin,736,FALSE,,not_in_csv
github-issues,731,FALSE,,not_in_csv
openid4java,721,FALSE,,not_in_csv
rocketchatnotifier,721,FALSE,,not_in_csv
dingding-json-pusher,715,FALSE,,not_in_csv
block-queued-job,714,FALSE,,not_in_csv
export-params,713,FALSE,,not_in_csv
simple-build-for-pipeline,713,FALSE,,not_in_csv
disable-github-multibranch-status,708,FALSE,,not_in_csv
redmine,707,FALSE,,not_in_csv
testInProgress,707,FALSE,,not_in_csv
cloverphp,698,FALSE,,not_in_csv
promoted-builds-simple,695,FALSE,,not_in_csv
statusmonitor,695,FALSE,,not_in_csv
create-fingerprint,692,FALSE,,not_in_csv
nodenamecolumn,689,FALSE,,not_in_csv
openshift-login,688,FALSE,,not_in_csv
gitea-checks,686,FALSE,,not_in_csv
upload-pgyer,685,FALSE,,not_in_csv
matrix-groovy-execution-strategy,681,FALSE,,not_in_csv
nexus-task-runner,681,FALSE,,not_in_csv
rundeck,681,FALSE,,not_in_csv
winrm-client,681,FALSE,,not_in_csv
appcenter,673,FALSE,,not_in_csv
report-info,672,FALSE,,not_in_csv
elastic-axis,665,FALSE,,not_in_csv
android-signing,661,FALSE,,not_in_csv
tasks,659,FALSE,,not_in_csv
flyway-runner,658,FALSE,,not_in_csv
unleash,657,FALSE,,not_in_csv
bulk-builder,651,FALSE,,not_in_csv
pipeline-maven-database,650,FALSE,,not_in_csv
run-selector,650,FALSE,,not_in_csv
Exclusion,649,FALSE,,not_in_csv
bitbucket-approve,647,FALSE,,not_in_csv
xshell,647,FALSE,,not_in_csv
sitemonitor,639,FALSE,,not_in_csv
zapper,638,FALSE,,not_in_csv
heavy-job,635,FALSE,,not_in_csv
multi-slave-config-plugin,633,FALSE,,not_in_csv
terminate-ssh-processes-plugin,632,FALSE,,not_in_csv
scoverage,631,FALSE,,not_in_csv
radiatorviewplugin,629,FALSE,,not_in_csv
docker-traceability,628,FALSE,,not_in_csv
violation-comments-to-stash,622,FALSE,,not_in_csv
batch-task,621,FALSE,,not_in_csv
openstack-cloud,620,FALSE,,not_in_csv
jenkinswalldisplay,617,FALSE,,not_in_csv
shared-objects,617,FALSE,,not_in_csv
checkmarx-ast-scanner,616,FALSE,,not_in_csv
mina-sshd-api-sftp,615,FALSE,,not_in_csv
aliyun-oss-uploader,614,FALSE,,not_in_csv
doclinks,612,FALSE,,not_in_csv
docker-swarm,604,FALSE,,not_in_csv
groovy-remote,603,FALSE,,not_in_csv
svn-revert-plugin,599,FALSE,,not_in_csv
cucumber-slack-notifier,598,FALSE,,not_in_csv
ant-in-workspace,595,FALSE,,not_in_csv
custom-view-tabs,594,FALSE,,not_in_csv
teamconcert,593,FALSE,,not_in_csv
bootstraped-multi-test-results-report,586,FALSE,,not_in_csv
klocwork,586,FALSE,,not_in_csv
matrix-reloaded,586,FALSE,,not_in_csv
notify-events,585,FALSE,,not_in_csv
pipeline-dependency-walker,585,FALSE,,not_in_csv
gcloud-sdk,582,FALSE,,not_in_csv
katalon,579,FALSE,,not_in_csv
oidc-provider,575,FALSE,,not_in_csv
violation-comments-to-github,574,FALSE,,not_in_csv
systemloadaverage-monitor,573,FALSE,,not_in_csv
files-found-trigger,569,FALSE,,not_in_csv
mission-control-view,568,FALSE,,not_in_csv
pegdown-formatter,567,FALSE,,not_in_csv
build-symlink,566,FALSE,,not_in_csv
favorite-view,564,FALSE,,not_in_csv
random-string-parameter,564,FALSE,,not_in_csv
exclusive-execution,561,FALSE,,not_in_csv
enhanced-old-build-discarder,560,FALSE,,not_in_csv
flyway-api,560,FALSE,,not_in_csv
hudson-pview-plugin,559,FALSE,,not_in_csv
aqua-security-scanner,556,FALSE,,not_in_csv
python-wrapper,554,FALSE,,not_in_csv
build-view-column,553,FALSE,,not_in_csv
metrics-diskusage,551,FALSE,,not_in_csv
conjur-credentials,550,FALSE,,not_in_csv
select2-api,549,FALSE,,not_in_csv
commons-math3-api,546,FALSE,,not_in_csv
newrelic-deployment-notifier,546,FALSE,,not_in_csv
percentage-du-node-column,545,FALSE,,not_in_csv
file-leak-detector,544,FALSE,,not_in_csv
gcp-secrets-manager-credentials-provider,544,FALSE,,not_in_csv
antexec,539,FALSE,,not_in_csv
job-parameter-summary,534,FALSE,,not_in_csv
additional-metrics,533,FALSE,,not_in_csv
oracle-cloud-infrastructure-compute,532,FALSE,,not_in_csv
emotional-jenkins-plugin,531,FALSE,,not_in_csv
html5-notifier-plugin,530,FALSE,,not_in_csv
job-exporter,528,FALSE,,not_in_csv
environment-dashboard,527,FALSE,,not_in_csv
valgrind,527,FALSE,,not_in_csv
miniorange-two-factor,520,FALSE,,not_in_csv
AnchorChain,519,FALSE,,not_in_csv
pipeline-as-yaml,519,FALSE,,not_in_csv
fortify-on-demand-uploader,518,FALSE,,not_in_csv
collapsing-console-sections,514,FALSE,,not_in_csv
rabbitmq-consumer,510,FALSE,,not_in_csv
octopusdeploy,507,FALSE,,not_in_csv
aws-device-farm,506,FALSE,,not_in_csv
read-only-configurations,506,FALSE,,not_in_csv
gerrit-verify-status-reporter,501,FALSE,,not_in_csv
github-branch-pr-change-filter,501,FALSE,,not_in_csv
custom-job-icon,497,FALSE,,not_in_csv
tm4j-automation,494,FALSE,,not_in_csv
weblogic-deployer-plugin,493,FALSE,,not_in_csv
deployit-plugin,485,FALSE,,not_in_csv
image-gallery,484,FALSE,,not_in_csv
azure-app-service,483,FALSE,,not_in_csv
simple-queue,475,FALSE,,not_in_csv
zap-pipeline,474,FALSE,,not_in_csv
configure-job-column-plugin,473,FALSE,,not_in_csv
lucene-search,473,FALSE,,not_in_csv
openid,473,FALSE,,not_in_csv
aws-codecommit-jobs,472,FALSE,,not_in_csv
google-source-plugin,471,FALSE,,not_in_csv
config-autorefresh-plugin,467,FALSE,,not_in_csv
extra-tool-installers,467,FALSE,,not_in_csv
statistics-gatherer,463,FALSE,,not_in_csv
uptime,463,FALSE,,not_in_csv
publish-to-bitbucket,458,FALSE,,not_in_csv
project-inheritance,457,FALSE,,not_in_csv
gatling-check,455,FALSE,,not_in_csv
bitbucket-pullrequests-filter,452,FALSE,,not_in_csv
log-file-filter,452,FALSE,,not_in_csv
dropdown-viewstabbar-plugin,451,FALSE,,not_in_csv
slave-utilization-plugin,446,FALSE,,not_in_csv
customize-build-now,444,FALSE,,not_in_csv
jira-integration,444,FALSE,,not_in_csv
android-lint,443,FALSE,,not_in_csv
kerberos-sso,443,FALSE,,not_in_csv
outbound-webhook,441,FALSE,,not_in_csv
cloudbees-jenkins-advisor,426,FALSE,,not_in_csv
consul-kv-builder,424,FALSE,,not_in_csv
pipeline-deploymon,423,FALSE,,not_in_csv
soapui-pro-functional-testing,422,FALSE,,not_in_csv
svnmerge,420,FALSE,,not_in_csv
openshift-pipeline,418,FALSE,,not_in_csv
rubyMetrics,416,FALSE,,not_in_csv
cucumber-living-documentation,414,FALSE,,not_in_csv
fitnesse,412,FALSE,,not_in_csv
liquibase-runner,409,FALSE,,not_in_csv
phing,408,FALSE,,not_in_csv
cygpath,405,FALSE,,not_in_csv
minio,405,FALSE,,not_in_csv
mashup-portlets-plugin,404,FALSE,,not_in_csv
redeploy-rancher2-workload,403,FALSE,,not_in_csv
gradle-daemon,402,FALSE,,not_in_csv
jclouds-jenkins,398,FALSE,,not_in_csv
bitbucket-scm-filter-aged-refs,397,FALSE,,not_in_csv
display-upstream-changes,394,FALSE,,not_in_csv
maven-release-cascade,391,FALSE,,not_in_csv
netsparker-cloud-scan,390,FALSE,,not_in_csv
build-env-propagator,387,FALSE,,not_in_csv
description-column-plugin,387,FALSE,,not_in_csv
jenkins-cloudformation-plugin,386,FALSE,,not_in_csv
kotlin-v1-stdlib-jdk8,385,FALSE,,not_in_csv
codecommit-url-helper,384,FALSE,,not_in_csv
ivytrigger,384,FALSE,,not_in_csv
pipeline-input-notification,383,FALSE,,not_in_csv
sonargraph-plugin,383,FALSE,,not_in_csv
parasoft-findings,380,FALSE,,not_in_csv
concurrent-step,379,FALSE,,not_in_csv
ccm,374,FALSE,,not_in_csv
testcomplete-xunit,374,FALSE,,not_in_csv
createjobadvanced,373,FALSE,,not_in_csv
kubernetes-pipeline-steps,373,FALSE,,not_in_csv
multi-module-tests-publisher,372,FALSE,,not_in_csv
build-publisher,371,FALSE,,not_in_csv
azure-credentials-ext,370,FALSE,,not_in_csv
call-remote-job-plugin,367,FALSE,,not_in_csv
jgiven,367,FALSE,,not_in_csv
mesos,367,FALSE,,not_in_csv
secure-requester-whitelist,367,FALSE,,not_in_csv
customized-build-message,366,FALSE,,not_in_csv
scm2job,366,FALSE,,not_in_csv
unique-id,366,FALSE,,not_in_csv
gerrit-checks-api,365,FALSE,,not_in_csv
dynamic-search-view,362,FALSE,,not_in_csv
azure-container-agents,360,FALSE,,not_in_csv
console-badge,359,FALSE,,not_in_csv
job-poll-action-plugin,359,FALSE,,not_in_csv
diskcheck,357,FALSE,,not_in_csv
logging,357,FALSE,,not_in_csv
backup-interrupt-plugin,356,FALSE,,not_in_csv
bitbucket-approval-filter,355,FALSE,,not_in_csv
svn-tag,354,FALSE,,not_in_csv
prereq-buildstep,353,FALSE,,not_in_csv
snsnotify,352,FALSE,,not_in_csv
bitbucket-scm-filter-jira-validator,350,FALSE,,not_in_csv
labelled-steps,350,FALSE,,not_in_csv
testlink,350,FALSE,,not_in_csv
global-pre-script,348,FALSE,,not_in_csv
patch-parameter,347,FALSE,,not_in_csv
tracking-svn,345,FALSE,,not_in_csv
console-tail,343,FALSE,,not_in_csv
git-chooser-alternative,343,FALSE,,not_in_csv
selenium-builder,343,FALSE,,not_in_csv
URLSCM,342,FALSE,,not_in_csv
extreme-notification,342,FALSE,,not_in_csv
perforce,341,FALSE,,not_in_csv
vs-code-metrics,341,FALSE,,not_in_csv
htmlresource,340,FALSE,,not_in_csv
tracking-git,340,FALSE,,not_in_csv
windows-cloud,340,FALSE,,not_in_csv
custom-build-properties,337,FALSE,,not_in_csv
opsgenie,337,FALSE,,not_in_csv
pipeline-restful-api,337,FALSE,,not_in_csv
jenkinslint,336,FALSE,,not_in_csv
bitbucket-kubernetes-credentials,334,FALSE,,not_in_csv
github-label-filter,334,FALSE,,not_in_csv
disable-failed-job,330,FALSE,,not_in_csv
jabber,329,FALSE,,not_in_csv
terminal,329,FALSE,,not_in_csv
groovy-events-listener-plugin,328,FALSE,,not_in_csv
job-node-stalker,328,FALSE,,not_in_csv
hsts-filter-plugin,327,FALSE,,not_in_csv
matlab,323,FALSE,,not_in_csv
release-helper,322,FALSE,,not_in_csv
rest-list-parameter,320,FALSE,,not_in_csv
saltstack,320,FALSE,,not_in_csv
template-workflows,318,FALSE,,not_in_csv
tmpcleaner,318,FALSE,,not_in_csv
ws-ws-replacement,318,FALSE,,not_in_csv
phabricator-plugin,317,FALSE,,not_in_csv
started-by-envvar,317,FALSE,,not_in_csv
macstadium-orka,315,FALSE,,not_in_csv
vncviewer,314,FALSE,,not_in_csv
wxwork-notification,313,FALSE,,not_in_csv
countjobs-viewstabbar,312,FALSE,,not_in_csv
queue-cleanup,312,FALSE,,not_in_csv
job-log-logger-plugin,311,FALSE,,not_in_csv
custom-markup-formatter,310,FALSE,,not_in_csv
svn-partial-release-mgr,309,FALSE,,not_in_csv
extended-security-settings,308,FALSE,,not_in_csv
conjur-simple-integration,307,FALSE,,not_in_csv
git-userContent,307,FALSE,,not_in_csv
sumologic-publisher,305,FALSE,,not_in_csv
aws-codecommit-trigger,302,FALSE,,not_in_csv
build-steps-from-json,301,FALSE,,not_in_csv
StashBranchParameter,300,FALSE,,not_in_csv
appscan,300,FALSE,,not_in_csv
mac,300,FALSE,,not_in_csv
dotnet-as-script,299,FALSE,,not_in_csv
uipath-automation-package,299,FALSE,,not_in_csv
view-cloner,299,FALSE,,not_in_csv
artifactory-client-api,298,FALSE,,not_in_csv
variables-replace-plugin,297,FALSE,,not_in_csv
websphere-deployer,295,FALSE,,not_in_csv
syslog-logger,294,FALSE,,not_in_csv
aws-beanstalk-publisher-plugin,293,FALSE,,not_in_csv
pretested-integration,293,FALSE,,not_in_csv
remote-terminal-access,293,FALSE,,not_in_csv
ec2-deployment-dashboard,291,FALSE,,not_in_csv
clang-scanbuild,288,FALSE,,not_in_csv
coverity,288,FALSE,,not_in_csv
fxcop-runner,288,FALSE,,not_in_csv
archived-artifact-url-viewer,287,FALSE,,not_in_csv
rvm,285,FALSE,,not_in_csv
cocoapods-integration,283,FALSE,,not_in_csv
cppncss,283,FALSE,,not_in_csv
vsts-cd,281,FALSE,,not_in_csv
covcomplplot,280,FALSE,,not_in_csv
azure-artifact-manager,279,FALSE,,not_in_csv
cctray-xml,278,FALSE,,not_in_csv
serenity,278,FALSE,,not_in_csv
distfork,277,FALSE,,not_in_csv
deployed-on-column,276,FALSE,,not_in_csv
job-fan-in,275,FALSE,,not_in_csv
cisco-spark-notifier,272,FALSE,,not_in_csv
websocket,272,FALSE,,not_in_csv
seed,271,FALSE,,not_in_csv
accelerated-build-now-plugin,270,FALSE,,not_in_csv
harbor,269,FALSE,,not_in_csv
configuration-as-code-support,267,FALSE,,not_in_csv
javancss,266,FALSE,,not_in_csv
jobrevision,266,FALSE,,not_in_csv
metrics-datadog,265,FALSE,,not_in_csv
azure-container-registry-tasks,263,FALSE,,not_in_csv
viewVC,263,FALSE,,not_in_csv
github-scm-filter-aged-refs,262,FALSE,,not_in_csv
seleniumrc-plugin,262,FALSE,,not_in_csv
matrixtieparent,261,FALSE,,not_in_csv
deployment-notification,260,FALSE,,not_in_csv
service-now,258,FALSE,,not_in_csv
jobtype-column,256,FALSE,,not_in_csv
wildfly-deployer,256,FALSE,,not_in_csv
whitesource,255,FALSE,,not_in_csv
dry-run,253,FALSE,,not_in_csv
lambdatest-automation,253,FALSE,,not_in_csv
post-completed-build-result,253,FALSE,,not_in_csv
qualys-was,253,FALSE,,not_in_csv
aws-sam,252,FALSE,,not_in_csv
pwauth,252,FALSE,,not_in_csv
database-sqlserver,249,FALSE,,not_in_csv
describe-with-params,249,FALSE,,not_in_csv
artifactory-artifact-manager,247,FALSE,,not_in_csv
flow,247,FALSE,,not_in_csv
autograding,246,FALSE,,not_in_csv
scm-manager,246,FALSE,,not_in_csv
github-scm-filter-jira-validator,245,FALSE,,not_in_csv
mq-notifier,245,FALSE,,not_in_csv
git-prebuildmerge-trait,244,FALSE,,not_in_csv
sounds,244,FALSE,,not_in_csv
selected-tests-executor,243,FALSE,,not_in_csv
lighthouse-report,242,FALSE,,not_in_csv
ranorex-integration,241,FALSE,,not_in_csv
jx-pipelines,240,FALSE,,not_in_csv
pipeline-gitstatuswrapper,239,FALSE,,not_in_csv
svncompat13,239,FALSE,,not_in_csv
msginject,238,FALSE,,not_in_csv
teams-webhook-trigger,238,FALSE,,not_in_csv
sqlserver-api,237,FALSE,,not_in_csv
pitmutation,235,FALSE,,not_in_csv
hubot-steps,234,FALSE,,not_in_csv
jslint,234,FALSE,,not_in_csv
appdynamics-dashboard,233,FALSE,,not_in_csv
linenumbers,233,FALSE,,not_in_csv
plasticscm-plugin,233,FALSE,,not_in_csv
crap4j,232,FALSE,,not_in_csv
semantic-versioning-plugin,232,FALSE,,not_in_csv
Matrix-sorter-plugin,229,FALSE,,not_in_csv
pipeline-agent-build-history,229,FALSE,,not_in_csv
project-health-report,229,FALSE,,not_in_csv
jobtag,228,FALSE,,not_in_csv
lenientshutdown,227,FALSE,,not_in_csv
scripttrigger,227,FALSE,,not_in_csv
short-workspace-path,227,FALSE,,not_in_csv
42crunch-security-audit,225,FALSE,,not_in_csv
gearman-plugin,224,FALSE,,not_in_csv
pyenv,224,FALSE,,not_in_csv
github-app-kubernetes-credentials,223,FALSE,,not_in_csv
aws-lambda-cloud,222,FALSE,,not_in_csv
dos-trigger,222,FALSE,,not_in_csv
xfpanel,221,FALSE,,not_in_csv
azure-function,220,FALSE,,not_in_csv
BlazeMeterJenkinsPlugin,219,FALSE,,not_in_csv
NegotiateSSO,219,FALSE,,not_in_csv
lastsuccessversioncolumn,218,FALSE,,not_in_csv
stepcounter,218,FALSE,,not_in_csv
muuri-api,217,FALSE,,not_in_csv
