Name	Installation Count (June 2025)	Java 25 pull request	Is merged?
ca-service-virtualization	69		FALSE
compuware-common-configuration	69		FALSE
google-admin-sdk	69		FALSE
pathignore	69		FALSE
qualys-vm	69		FALSE
DotCi	68		FALSE
mongodb-document-upload	68		FALSE
performance-signature-dynatracesaas	68		FALSE
sourcemonitor	68		FALSE
alibabacloud-ecs	67		FALSE
azure-batch-parallel	67		FALSE
crowd	67		FALSE
qmetry-test-management	67		FALSE
extended-timer-trigger	66		FALSE
hyper-build-step	66		FALSE
database-drizzle	65		FALSE
mktmpio	65		FALSE
nsiqcollector	65		FALSE
piwikanalytics	65		FALSE
visual-basic-6	65		FALSE
zos-connector	65		FALSE
aws-java-sdk2-s3	64		FALSE
codebeamer-xunit-importer	64		FALSE
ecutest	64		FALSE
SSSCM	63		FALSE
assertthat-bdd-jira	63		FALSE
build-flow-extensions-plugin	63		FALSE
github-sqs-plugin	63		FALSE
stackrox-container-image-scanner	63		FALSE
xtrigger	63		FALSE
matrix-communication	62		FALSE
bds-plugin	61		FALSE
coverage-badges-extension	61		FALSE
cron-shelve	61		FALSE
dumpinfo-buildwrapper-plugin	61		FALSE
enhanced-credentials	61		FALSE
jwt-support	61		FALSE
validating-yaml-parameter	61		FALSE
TestFairy	60		FALSE
computer-queue-plugin	60		FALSE
maintenance-jobs-scheduler	60		FALSE
memegen	60		FALSE
simpleclearcase	60		FALSE
cloudbees-devoptics-enabler	59		FALSE
mentor-questa-vrm	59		FALSE
pipeline-huaweicloud-plugin	59		FALSE
pom2config	59		FALSE
jobcacher-artifactory-storage	58		FALSE
synopsys-security-scan	58		FALSE
ui-test-capture	58		FALSE
assembla-merge-request-builder	57		FALSE
clang-scanbuild-plugin	57		FALSE
environment-variable-page-decoration	57		FALSE
gerrit	57		FALSE
googleanalytics	57		FALSE
mabl-integration	57		FALSE
phabricator-k8s	57		FALSE
adobe-cloud-manager	56		FALSE
applitools-eyes	56		FALSE
cisco-spark	56		FALSE
google-git-notes-publisher	56		FALSE
implied-labels	56		FALSE
minio-storage	56		FALSE
monitor-remote-job	56		FALSE
sonic-ci-helper	56		FALSE
requests	55		FALSE
runscope	55		FALSE
Surround-SCM-plugin	54		FALSE
agent-loadbalance	54		FALSE
coding-webhook	54		FALSE
design-library	54		FALSE
drmemory-plugin	54		FALSE
inedo-proget	54		FALSE
logaction-plugin	54		FALSE
salesforce-migration-assistant-plugin	54		FALSE
scis-ad	54		FALSE
brakeman	53		FALSE
build-flow-toolbox-plugin	53		FALSE
console-navigation	53		FALSE
remoting-kafka	53		FALSE
build-line	52		FALSE
crowdstrike-security	52		FALSE
groovyaxis	52		FALSE
myst-plugin	52		FALSE
persistent-build-queue-plugin	52		FALSE
dotcoverrunner	51		FALSE
emmacoveragecolumn	51		FALSE
report-jtreg	51		FALSE
codedx	50		FALSE
copado	50		FALSE
performance-signature-dynatrace	50		FALSE
utplsql	50		FALSE
vss	50		FALSE
better-pipeline-flowgraph-table	49		FALSE
mysql-job-databases	49		FALSE
one-shot-executor	49		FALSE
qualys-pc	49		FALSE
venafi-codesigning	49		FALSE
qiniu	48		FALSE
associated-files	47		FALSE
codebeamer-xunit-uploader	47		FALSE
compressed_files_viewer	47		FALSE
depbuilder	47		FALSE
jenkinsci-appspider-plugin	47		FALSE
worktile	47		FALSE
ColumnsPlugin	46		FALSE
aws-java-sdk2-ecs	46		FALSE
dbCharts	46		FALSE
device-watcher	46		FALSE
drecycler	46		FALSE
osf-builder-suite-for-sfcc-data-import	46		FALSE
play-autotest-plugin	46		FALSE
provar-automation	46		FALSE
infisical	45		FALSE
results-cache	45		FALSE
setenv	45		FALSE
tekton-client	45		FALSE
aws-beanstalk-releaser	44		FALSE
codefresh	44		FALSE
cvs-tag	44		FALSE
jshint-checkstyle	44		FALSE
pipeline-classpath	44		FALSE
TwilioNotifier	43		FALSE
clearcase-ucm-baseline	43		FALSE
assembla	42		FALSE
ci-skip	42		FALSE
diagnostics	42		FALSE
gitcolony-plugin	42		FALSE
leiningen-plugin	42		FALSE
logback-nats-appender	42		FALSE
neuro-cucumber	42		FALSE
storable-configs-plugin	42		FALSE
buckminster	41		FALSE
cloudbees-plugin-gateway	41		FALSE
paginated-builds	41		FALSE
perl	41		FALSE
plain-text-console-link	41		FALSE
redis-fingerprint-storage	41		FALSE
rubymotion	41		FALSE
alauda-kubernetes-support	40		FALSE
catlight	40		FALSE
chef-cookbook-pipeline	40		FALSE
chrome-frame-plugin	40		FALSE
environment-manager	40		FALSE
youtrack-plugin	40		FALSE
chef	39		FALSE
cluster-stats	39		FALSE
issue-link	39		FALSE
keep-slave-disconnected	39		FALSE
recipe	39		FALSE
scm-httpclient	39		FALSE
deploygate-plugin	38		FALSE
kubesphere-token-auth	38		FALSE
skytap	38		FALSE
testflight	38		FALSE
veracode-scanner	38		FALSE
build-flow-test-aggregator	37		FALSE
concordionpresenter	37		FALSE
growl	37		FALSE
redhat-dependency-analytics	37		FALSE
vmware-vrealize-automation-plugin	37		FALSE
zmq-event-publisher	37		FALSE
aws-java-sdk2-iam	36		FALSE
chef-tracking	36		FALSE
debian-pbuilder	36		FALSE
fortify-cloudscan-jenkins-plugin	36		FALSE
nirmata	36		FALSE
puppet-enterprise-pipeline	36		FALSE
restricted-register	36		FALSE
scm-filter-jervis	36		FALSE
synergy	36		FALSE
testsigma	36		FALSE
DotCi-DockerPublish	35		FALSE
async-job	35		FALSE
aws-java-sdk2-secretsmanager	35		FALSE
cloudshell-sandbox	35		FALSE
distTest	35		FALSE
exclusive-label-plugin	35		FALSE
gem-publisher	35		FALSE
google-analytics-usage-reporter	35		FALSE
aws-java-sdk2-lambda	34		FALSE
bazaar	34		FALSE
concurrent-login-plugin	34		FALSE
generic-environment-filters	34		FALSE
mend-cloud-native-security-scanner	34		FALSE
trac-publisher-plugin	34		FALSE
wavefront	34		FALSE
aws-java-sdk2-cloudformation	33		FALSE
benchmark-evaluator	33		FALSE
deployment-sphere	33		FALSE
fortify360	33		FALSE
inflectra-spira-integration	33		FALSE
instana	33		FALSE
locked-files-report	33		FALSE
mdtool	33		FALSE
openedge	33		FALSE
tics	33		FALSE
appetize	32		FALSE
bearychat	32		FALSE
gcm-notification	32		FALSE
jucies	32		FALSE
osf-builder-suite-for-sfcc-run-job	32		FALSE
pipeline-giphy-api	32		FALSE
rb	32		FALSE
schedule-failed-builds	32		FALSE
simple-travis-runner	32		FALSE
testabilityexplorer	32		FALSE
aws-java-sdk2-cloudfront	31		FALSE
aws-java-sdk2-ssm	31		FALSE
codebeamer-coverage-publisher	31		FALSE
codescanner	31		FALSE
eclipse-update-site	31		FALSE
google-cloud-health-check	31		FALSE
m2-extra-steps	31		FALSE
starteam	31		FALSE
tuleap-oauth	31		FALSE
xpath-config-viewer	31		FALSE
deploydb	30		FALSE
emotional-hudson	30		FALSE
partyparrotstatus	30		FALSE
rad-builder	30		FALSE
redis-notifier	30		FALSE
shared-library-version-override	30		FALSE
teamscale-upload	30		FALSE
xlrelease-var-setter	30		FALSE
anka-build	29		FALSE
arachni-scanner	29		FALSE
assembla-auth	29		FALSE
azure-dev-spaces	29		FALSE
codebeamer-result-trend-updater	29		FALSE
codescene	29		FALSE
extension-filter	29		FALSE
fast-track	29		FALSE
gating-core	29		FALSE
kanboard	29		FALSE
mariadb-api	29		FALSE
nodepool-agents	29		FALSE
signal-killer	29		FALSE
testquality-updater	29		FALSE
view26	29		FALSE
views-containing-job	29		FALSE
vmware-vrealize-orchestrator	29		FALSE
abap-ci	28		FALSE
accelq-ci-connect	28		FALSE
aws-java-sdk2-autoscaling	28		FALSE
aws-java-sdk2-sns	28		FALSE
huaweicloud-credentials	28		FALSE
jbpm-workflow-plugin	28		FALSE
pangolin-testrail-connector	28		FALSE
pragprog	28		FALSE
unicorn	28		FALSE
urbancode-velocity	28		FALSE
AdaptivePlugin	27		FALSE
aqua-serverless	27		FALSE
browser-axis-plugin	27		FALSE
compuware-topaz-for-total-test	27		FALSE
defensics	27		FALSE
delphix	27		FALSE
diawi-upload	27		FALSE
hue-light	27		FALSE
ifttt-build-notifier	27		FALSE
metrics-aggregation	27		FALSE
remote-result-trigger	27		FALSE
rqm-plugin	27		FALSE
aws-java-sdk2-cloudwatchlogs	26		FALSE
azure-event-grid-notifier	26		FALSE
bmc-rpd	26		FALSE
build-node-column	26		FALSE
continuum	26		FALSE
deepsecurity-smartcheck	26		FALSE
flock	26		FALSE
gallio	26		FALSE
labmanager	26		FALSE
netdomain-labeler	26		FALSE
nopmdcheck	26		FALSE
pipeline-project-env	26		FALSE
probely-security	26		FALSE
unreliable-slave-plugin	26		FALSE
aws-java-sdk2-cloudwatch	25		FALSE
ci-with-toad-devops-toolkit	25		FALSE
clearcase-release	25		FALSE
crittercism-dsym	25		FALSE
ibm-cloud-devops	25		FALSE
loadninja	25		FALSE
misra-compliance-report-generator	25		FALSE
skip-cron-rebuild	25		FALSE
url-auth	25		FALSE
aws-java-sdk2-codedeploy	24		FALSE
bumblebee	24		FALSE
compuware-topaz-utilities	24		FALSE
database-mariadb	24		FALSE
dimensionsscm	24		FALSE
ecu-test-execution	24		FALSE
extreme-feedback	24		FALSE
housekeeper	24		FALSE
kmap-jenkins	24		FALSE
machine-learning	24		FALSE
octoperf	24		FALSE
pvcs_scm	24		FALSE
remoting-security-workaround	24		FALSE
shortcut-job	24		FALSE
thread-dump-action-plugin	24		FALSE
aws-java-sdk2-apigateway	23		FALSE
aws-java-sdk2-codebuild	23		FALSE
aws-java-sdk2-elasticloadbalancingv2	23		FALSE
azure-cosmosdb	23		FALSE
cloudbees-feature-management	23		FALSE
copyarchiver	23		FALSE
rallyBuild	23		FALSE
rancher	23		FALSE
testdroid-run-in-cloud	23		FALSE
adaptive-disconnector	22		FALSE
attention	22		FALSE
compuware-scm-downloader	22		FALSE
open-stf	22		FALSE
parallels-desktop	22		FALSE
portshift-scanner	22		FALSE
rapiddeploy-jenkins	22		FALSE
safe-batch-environment-filter	22		FALSE
zanata	22		FALSE
aws-java-sdk2-elasticbeanstalk	21		FALSE
postgresql-fingerprint-storage	21		FALSE
pry	21		FALSE
random-job-builder	21		FALSE
rhnpush-plugin	21		FALSE
rrod	21		FALSE
sasunit-plugin	21		FALSE
tag-profiler	21		FALSE
talend	21		FALSE
vault-scm-plugin	21		FALSE
SCTMExecutor	20		FALSE
app-detector	20		FALSE
aws-java-sdk2-efs	20		FALSE
aws-java-sdk2-organizations	20		FALSE
casdoor-auth	20		FALSE
cloudify	20		FALSE
compuware-xpediter-code-coverage	20		FALSE
eggplant-runner	20		FALSE
ipmessenger-plugin	20		FALSE
jenkins-tag-cloud-plugin	20		FALSE
jslint-checkstyle	20		FALSE
link-column	20		FALSE
perfectomobile	20		FALSE
propelo-job-reporter	20		FALSE
sametime	20		FALSE
script-scm	20		FALSE
sealights	20		FALSE
singleuseslave	20		FALSE
thycotic-devops-secrets-vault	20		FALSE
alauda-devops-credentials-provider	19		FALSE
aws-java-sdk2-sqs	19		FALSE
dagshub-branch-source	19		FALSE
drupal-developer	19		FALSE
ontrack	19		FALSE
package-drone	19		FALSE
plasticscm-mergebot	19		FALSE
portscanner	19		FALSE
clif-performance-testing	18		FALSE
compuware-ispw-operations	18		FALSE
daily-quote	18		FALSE
dotcommonitor-loadview	18		FALSE
flashlog-plugin	18		FALSE
hp-operations-orchestration-automation-execution-plugin	18		FALSE
ibm-application-security	18		FALSE
nuclei	18		FALSE
piketec-tpt	18		FALSE
policycenter-gate-validator	18		FALSE
twitter	18		FALSE
webload	18		FALSE
blueocean-analytics-tools	17		FALSE
comments-remover	17		FALSE
elasticbox	17		FALSE
helix-teamhub	17		FALSE
loadimpact-plugin	17		FALSE
meliora-testlab	17		FALSE
nopmdverifytrac	17		FALSE
packagecloud	17		FALSE
people-redirector	17		FALSE
zdevops	17		FALSE
alauda-pipeline	16		FALSE
appio	16		FALSE
aws-java-sdk2-kinesis	16		FALSE
azure-iot-edge	16		FALSE
deploy-integrationserver	16		FALSE
digicert-software-trust-gpg-sign	16		FALSE
externalresource-dispatcher	16		FALSE
harvest	16		FALSE
oracle-cloud-infrastructure-compute-classic	16		FALSE
perfecto	16		FALSE
pipeline-cloudwatch-logs	16		FALSE
qualys-iac-security	16		FALSE
report-diff	16		FALSE
send-stacktrace-to-eclipse-plugin	16		FALSE
tibco-builder	16		FALSE
vmware-vrealize-codestream	16		FALSE
wallarm-fast	16		FALSE
cloudevents	15		FALSE
eiffel-broadcaster	15		FALSE
forticwp-cicd	15		FALSE
gcr-scanner	15		FALSE
icn-plugin-loader	15		FALSE
japex	15		FALSE
jenkins-testswarm-plugin	15		FALSE
lacework-security-scanner	15		FALSE
loadfocus-loadtest	15		FALSE
overops-query	15		FALSE
pipeline-reporter-by-redpen	15		FALSE
sra-deploy	15		FALSE
srcclr-installer	15		FALSE
stoplightio-report	15		FALSE
zaproxy	15		FALSE
zohosprints	15		FALSE
ctrf-json	14		FALSE
hugo	14		FALSE
jx-resources	14		FALSE
s3-jobcacher-storage	14		FALSE
secret	14		FALSE
sematext	14		FALSE
slsa	14		FALSE
tanaguru	14		FALSE
travis-yml	14		FALSE
vboxwrapper	14		FALSE
workplace-notifier	14		FALSE
yandex-cloud-workers	14		FALSE
bigpanda-jenkins	13		FALSE
blink1	13		FALSE
ca-apm	13		FALSE
hyper-slaves	13		FALSE
itms-junit-report-publisher	13		FALSE
job-strongauth-simple	13		FALSE
osf-builder-suite-xml-linter	13		FALSE
tattletale-plugin	13		FALSE
tinfoil-scan	13		FALSE
wiz-scanner	13		FALSE
ws-execution-manager	13		FALSE
wso2id-oauth	13		FALSE
ApicaLoadtest	12		FALSE
azure-slave-plugin	12		FALSE
bitkeeper	12		FALSE
ci-with-toad-edge	12		FALSE
config-rotator	12		FALSE
ease-plugin	12		FALSE
experitest-cloud	12		FALSE
flexdeploy	12		FALSE
hpe-network-virtualization	12		FALSE
javanet-uploader	12		FALSE
oes-template	12		FALSE
quayio-trigger	12		FALSE
rigor-optimization	12		FALSE
smilehubnotifier	12		FALSE
sonatype-ci	12		FALSE
squashtm-publisher	12		FALSE
transifex	12		FALSE
updatebot	12		FALSE
url-change-trigger	12		FALSE
vrealize-automation-8	12		FALSE
absint-astree	11		FALSE
alibabacloud-edas	11		FALSE
beagle-security	11		FALSE
black-duck-sigma	11		FALSE
codethreat-scanner	11		FALSE
deployhub	11		FALSE
eggplant-plugin	11		FALSE
failedJobDeactivator	11		FALSE
hadoop	11		FALSE
imagecomparison	11		FALSE
logentries	11		FALSE
mock-load-builder	11		FALSE
report-generic-chart-column	11		FALSE
reqtify	11		FALSE
sahagin	11		FALSE
schedule-build-plugin	11		FALSE
synopsys-sigma	11		FALSE
wsap	11		FALSE
DotCi-InstallPackages	10		FALSE
copr	10		FALSE
embotics-vcommander	10		FALSE
exam	10		FALSE
helix-alm-test-management	10		FALSE
jobcacher-azure-storage	10		FALSE
jprt	10		FALSE
markdown-params	10		FALSE
opslevel	10		FALSE
packageversion	10		FALSE
qualys-api-security	10		FALSE
reactor-plugin	10		FALSE
relution-publisher	10		FALSE
sinatra-chef-builder	10		FALSE
skenai	10		FALSE
threadfix	10		FALSE
absint-a3	9		FALSE
alibabacloud-pkg-deployment	9		FALSE
arestocats	9		FALSE
cavisson-ns-nd-integration	9		FALSE
cerberus-testing	9		FALSE
cmvc	9		FALSE
collabnet-automic-deploy	9		FALSE
external-scheduler	9		FALSE
fogbugz	9		FALSE
google-analyze-code-security	9		FALSE
huaweicloud-ecs	9		FALSE
hudson-logaction-plugin	9		FALSE
humbug	9		FALSE
inedo-buildmaster	9		FALSE
karaf-build-step	9		FALSE
koji	9		FALSE
metadefender	9		FALSE
qrebel	9		FALSE
stackify-deployment-recorder	9		FALSE
testopia	9		FALSE
updraft-publisher	9		FALSE
walti	9		FALSE
apifortress	8		FALSE
artifactz	8		FALSE
blackduck-installer	8		FALSE
build-executors-filter-offline	8		FALSE
cloudhub-deployer	8		FALSE
cppunit	8		FALSE
deveo	8		FALSE
environment-variables-status-sync	8		FALSE
extensivetesting	8		FALSE
mdt-deployment	8		FALSE
node-sharing-orchestrator	8		FALSE
perl-smoke-test	8		FALSE
redhat-codeready-dependency-analysis	8		FALSE
screenrecorder	8		FALSE
shutdown-queue	8		FALSE
smartfrog-plugin	8		FALSE
statuspage-gating	8		FALSE
testkube-cli	8		FALSE
teststudio	8		FALSE
uithemes	8		FALSE
admin-params	7		FALSE
appcircle-testing-distribution	7		FALSE
appdome-build-2secure	7		FALSE
chaos-butler	7		FALSE
cloudbees-disk-usage-simple-plugin	7		FALSE
cloudbees-enterprise-plugins	7		FALSE
codescan	7		FALSE
conflict-aware-ondemand-strategy	7		FALSE
container-image-link	7		FALSE
graphql-server	7		FALSE
hudson-startup-trigger	7		FALSE
icq-notification	7		FALSE
jbpm-embedded-plugin	7		FALSE
klaros-testmanagement	7		FALSE
loaderio-jenkins-plugin	7		FALSE
metrics-ganglia	7		FALSE
onesky	7		FALSE
secone-security	7		FALSE
sofy-ai	7		FALSE
split-admin	7		FALSE
vdoo-vision	7		FALSE
venafi-vcert	7		FALSE
visualexpert	7		FALSE
SBuild	6		FALSE
aws-java-sdk2-logs	6		FALSE
boot-clj	6		FALSE
cloudguard-shiftleft	6		FALSE
compuware-strobe-measurement	6		FALSE
datical-db-plugin	6		FALSE
deadmanssnitch	6		FALSE
description-column	6		FALSE
girls	6		FALSE
in-toto	6		FALSE
itest	6		FALSE
jenkins-infra-test	6		FALSE
jmeter	6		FALSE
nutanix-calm	6		FALSE
peass-ci	6		FALSE
poll-mailbox-trigger	6		FALSE
qualityclouds	6		FALSE
r7insight-log-forwarder	6		FALSE
railflow-testrail	6		FALSE
silk-performer-plugin	6		FALSE
simpleupdatesite	6		FALSE
tuxdroid	6		FALSE
vaddy-plugin	6		FALSE
viber-notification	6		FALSE
xcp-ci	6		FALSE
yammer	6		FALSE
GatekeeperPlugin	5		FALSE
HiddenParameter	5		FALSE
alauda-devops-pipeline	5		FALSE
amqp-build-trigger	5		FALSE
argus-notifier	5		FALSE
ascentialtest-cmd-line	5		FALSE
build-configurator	5		FALSE
carbonetes-serverless-container-scanning-and-policy-compliance	5		FALSE
cas1	5		FALSE
catalogic-ecx	5		FALSE
cdevents	5		FALSE
cloudbees-deployer-plugin	5		FALSE
cloudcoreo-deploytime	5		FALSE
codeclimate-plugin	5		FALSE
compuware-topaz-for-enterprise-data	5		FALSE
compuware-zadviser-api	5		FALSE
finite-state-third-party-upload	5		FALSE
headspin	5		FALSE
javanet	5		FALSE
jdcloud-codedeploy	5		FALSE
jenkinswalldisplay-pom	5		FALSE
loadrunner	5		FALSE
monkit-plugin	5		FALSE
nis-notification-lamp	5		FALSE
pureload	5		FALSE
security-no-captcha	5		FALSE
simplify-qa-connector	5		FALSE
speaks	5		FALSE
ssh2easy-plugin	5		FALSE
suite-test-groups-publisher	5		FALSE
tcl	5		FALSE
teststudioapitesting	5		FALSE
typetalk	5		FALSE
ws-ctm	5		FALSE
CFLint	4		FALSE
ColumnPack-plugin	4		FALSE
beaker-builder	4		FALSE
binary-deployer	4		FALSE
breachlock-dast	4		FALSE
build-health-cache-updater	4		FALSE
ca-mat-performance-benchmarking-by-broadcom	4		FALSE
darcs	4		FALSE
dockerhub	4		FALSE
eagle-tester	4		FALSE
finite-state-binary-scan	4		FALSE
ibmi-steps	4		FALSE
icescrum	4		FALSE
kryptowire	4		FALSE
loadium	4		FALSE
matomo-analytics	4		FALSE
mergebase-sca	4		FALSE
nerrvana-plugin	4		FALSE
non-dynamic-hello-world	4		FALSE
nouvola-divecloud	4		FALSE
openstack-heat	4		FALSE
rusalad-plugin	4		FALSE
snowglobe	4		FALSE
soos-sca	4		FALSE
stackhammer	4		FALSE
thycotic-vault	4		FALSE
trunk-io	4		FALSE
writable-filesystem-monitor	4		FALSE
xltestview-plugin	4		FALSE
zscaler-iac-scan	4		FALSE
appcircle-enterprise-store	3		FALSE
appdome-validate-2secure	3		FALSE
appknox-scanner	3		FALSE
appthwack	3		FALSE
asakusa-satellite-plugin	3		FALSE
autify	3		FALSE
aws-java-sdk2-api-gateway	3		FALSE
bmc-cfa	3		FALSE
build-requester	3		FALSE
buildcoin-plugin	3		FALSE
caliper-ci	3		FALSE
collabnet-uc4-deploy	3		FALSE
couchdb-statistics	3		FALSE
create-fingerprint-plugin	3		FALSE
datadog-build-reporter	3		FALSE
delta-cloud	3		FALSE
devstack	3		FALSE
discobit-autoconfig	3		FALSE
dlisting-cov	3		FALSE
elOyente	3		FALSE
event-announcer	3		FALSE
flexteam	3		FALSE
foreman-node-sharing	3		FALSE
gamekins	3		FALSE
global-pipeline-parameters	3		FALSE
habitat	3		FALSE
hipchat-plugin	3		FALSE
jabber-server-plugin	3		FALSE
jbehave-hudson-plugin	3		FALSE
jenkins-leiningen	3		FALSE
jenkins-tracker	3		FALSE
jianliao	3		FALSE
loadcomplete	3		FALSE
lotus-connections-plugin	3		FALSE
oak9	3		FALSE
oslc-cm	3		FALSE
otabuilder	3		FALSE
pipeline-editor	3		FALSE
rally-update-plugin-1	3		FALSE
refit	3		FALSE
rtc	3		FALSE
sdelements	3		FALSE
sideex	3		FALSE
simplifyqa-pipeline-executor	3		FALSE
smalltest	3		FALSE
sms-notification	3		FALSE
sweagle	3		FALSE
themis	3		FALSE
usemango-runner	3		FALSE
visualworks-store	3		FALSE
wattspeed	3		FALSE
weibo	3		FALSE
wetest-automation	3		FALSE
zohoqengine	3		FALSE
apimap	2		FALSE
application-director-plugin	2		FALSE
appray	2		FALSE
apprenda	2		FALSE
aribot	2		FALSE
autonomiq	2		FALSE
cachet-gating	2		FALSE
carl	2		FALSE
easyqa	2		FALSE
elastest	2		FALSE
first-plugin	2		FALSE
gitorious	2		FALSE
hall-jenkins	2		FALSE
heroku-jenkins-plugin	2		FALSE
ikachan	2		FALSE
immuniweb	2		FALSE
incapptic-connect-uploader	2		FALSE
jacked	2		FALSE
jenkinspider	2		FALSE
jetbrains-space	2		FALSE
jsgames	2		FALSE
levo	2		FALSE
liverebel-deploy	2		FALSE
log-flow-visualizer	2		FALSE
lsf-cloud	2		FALSE
nodeofflinenotification	2		FALSE
notifo	2		FALSE
oversecured	2		FALSE
preflight-integration	2		FALSE
queueredirector	2		FALSE
radargun	2		FALSE
rpi-build-status	2		FALSE
scm-branch-pr-filter	2		FALSE
secone-sca-sast-security-scanner	2		FALSE
sensedia-api-platform	2		FALSE
testweaver	2		FALSE
uleska	2		FALSE
upload-artifacts-to-nexus	2		FALSE
vertx	2		FALSE
weibo4jenkins	2		FALSE
yandex-metrica	2		FALSE
zaproxy-jenkins	2		FALSE
AntepediaReporter-CI-plugin	1		FALSE
DotCi-Fig-template	1		FALSE
bart	1		FALSE
bevigil-ci	1		FALSE
blitz_io-jenkins	1		FALSE
buddycloud	1		FALSE
campfire	1		FALSE
cifs	1		FALSE
cloudaeye	1		FALSE
cloudbees-registration	1		FALSE
curseforge-publisher	1		FALSE
cyberchief-security-scanner	1		FALSE
deepcrawl-test	1		FALSE
drools	1		FALSE
essentials	1		FALSE
gprbuild	1		FALSE
hckrnews	1		FALSE
hello-world	1		FALSE
help-editor	1		FALSE
horreum	1		FALSE
humio	1		FALSE
ibm-continuous-release	1		FALSE
icedq	1		FALSE
indusface-was	1		FALSE
itms-for-jira	1		FALSE
kato	1		FALSE
lingr-plugin	1		FALSE
literate	1		FALSE
loadmance	1		FALSE
maplelabs-apm	1		FALSE
microdocs-integration	1		FALSE
mogotest	1		FALSE
openscada-jenkins-exporter	1		FALSE
ostorlab	1		FALSE
paaslane-estimate	1		FALSE
paranoia	1		FALSE
perfectomobile-jenkins	1		FALSE
quali-torque	1		FALSE
radargun-reporting	1		FALSE
reliza-integration	1		FALSE
signpath	1		FALSE
sladiator-notifier	1		FALSE
spoonscript	1		FALSE
telerik-appbuilder-plugin	1		FALSE
testein	1		FALSE
teststudiomobiletesting	1		FALSE
vagrant-plugin	1		FALSE
valid-network	1		FALSE
vessel	1		FALSE
waptpro	1		FALSE
warrior	1		FALSE
workflow-stm	1		FALSE
wwpass-plugin	1		FALSE
xframium	1		FALSE
xltest-plugin	1		FALSE
xpdev	1		FALSE
xygeni-sensor	1		FALSE
yaml-project	1		FALSE
zubhium	1		FALSE
